ID	count
P84085	0.08017676767676768
P20645	0.04482323232323232
Q02790	0.05176767676767677
Q9NR63	0.041035353535353536
Q7L592	0.037247474747474744
Q9BTY2	0.007575757575757576
O14792	0.019570707070707072
Q13275	0.020833333333333332
P13569	0.1369949494949495
Q16850	0.041035353535353536
Q96RU2	0.039141414141414144
P52569	0.006944444444444444
O14558	0.019570707070707072
Q16654	0.054292929292929296
Q9Y6N9	0.03851010101010101
P11233	0.07323232323232323
Q9UHR4	0.01893939393939394
O60359	0.07133838383838384
Q24JP5	0.0025252525252525255
O14641	0.1148989898989899
Q9H6T3	0.06628787878787878
O75563	0.015782828282828284
Q9Y6M0	0.0025252525252525255
P31270	0.013888888888888888
P78423	0.09217171717171717
O75865	0.023989898989898988
Q9H977	0.0025252525252525255
Q8TB22	0.005050505050505051
Q14002	0.003787878787878788
Q6NTF9	0.013257575757575758
Q9UJK0	0.017045454545454544
Q9BZF2	0.004419191919191919
Q9Y2T7	0.00946969696969697
O76009	0.010101010101010102
Q7Z6R9	0.006944444444444444
Q16526	0.049873737373737376
O75594	0.021464646464646464
O95772	0.012626262626262626
Q96NX5	0.015151515151515152
P04233	0.37752525252525254
Q8TAV0	0.0012626262626262627
P15085	0.02335858585858586
Q16563	0.003787878787878788
Q96S59	0.032196969696969696
P01730	0.4633838383838384
O75954	0.003787878787878788
Q9NXS2	0.013888888888888888
P53041	0.04734848484848485
Q8N806	0.008207070707070708
Q9Y4K4	0.005681818181818182
O95050	0.005681818181818182
P07992	0.11426767676767677
Q8NFJ5	0.001893939393939394
Q9NRV9	0.003787878787878788
Q7KZN9	0.06691919191919192
Q9NXJ0	0.00946969696969697
Q99666	0.020202020202020204
Q9H1B5	0.02462121212121212
P47872	0.023989898989898988
Q7L8C5	0.0012626262626262627
O43623	0.10164141414141414
P82251	0.015782828282828284
Q8TDY2	0.07449494949494949
Q9UKA4	0.021464646464646464
Q9BRB3	0.020833333333333332
Q12864	0.1268939393939394
Q9UBV7	0.03282828282828283
Q9NYF5	0.005681818181818182
Q9P2E5	0.012626262626262626
P60520	0.12184343434343434
Q99972	0.027146464646464648
P00480	0.06186868686868687
Q96AE7	0.001893939393939394
P31273	0.015151515151515152
Q9BV20	0.015151515151515152
Q8NFC6	0.025883838383838384
Q13395	0.0422979797979798
Q9BZR6	0.027777777777777776
P25789	0.1029040404040404
Q96MK2	0.0012626262626262627
Q9BS86	0.015151515151515152
Q13094	0.10795454545454546
P07585	0.12247474747474747
Q02223	0.034722222222222224
P82664	0.2859848484848485
P28799	0.04924242424242424
Q8WTV1	0.006944444444444444
Q15836	0.12626262626262627
O95399	0.028409090909090908
Q15293	0.010101010101010102
P35250	0.11994949494949494
Q6ZSY5	0.021464646464646464
Q5QGS0	0.001893939393939394
Q12774	0.008207070707070708
Q9Y4A8	0.010101010101010102
O43897	0.012626262626262626
Q9NTU7	0.005050505050505051
O75508	0.029671717171717172
Q92567	0.0025252525252525255
Q969Z4	0.007575757575757576
Q99959	0.05555555555555555
Q9Y548	0.013888888888888888
Q7Z695	0.012626262626262626
P11169	0.032196969696969696
Q6J9G0	0.0031565656565656565
P29992	0.12310606060606061
Q68CJ9	0.04419191919191919
Q8WUI4	0.0946969696969697
P82673	0.13068181818181818
Q92624	0.025252525252525252
O75493	0.0006313131313131314
Q96AB3	0.011994949494949494
P20273	0.08712121212121213
O15499	0.011994949494949494
P08048	0.025252525252525252
P51787	0.11742424242424243
Q92519	0.010101010101010102
Q96G74	0.034722222222222224
Q92917	0.054292929292929296
O60306	0.07196969696969698
Q9NSC7	0.025883838383838384
Q9NZU5	0.001893939393939394
P43686	0.125
Q8TC99	0.004419191919191919
Q15027	0.011363636363636364
Q9GZP9	0.04861111111111111
Q9HBY0	0.01452020202020202
Q9HCE9	0.0025252525252525255
P32942	0.03787878787878788
Q8WZ74	0.026515151515151516
O94805	0.07512626262626262
Q14807	0.0928030303030303
Q9GZN4	0.0006313131313131314
P13688	0.030303030303030304
Q9H6S0	0.03977272727272727
Q9NX61	0.003787878787878788
Q9P0K8	0.005050505050505051
P19438	0.17487373737373738
Q8TBA6	0.03535353535353535
Q9NYQ7	0.011994949494949494
Q15173	0.07133838383838384
P11217	0.07765151515151515
P20749	0.04482323232323232
Q92521	0.019570707070707072
P81277	0.017676767676767676
O95633	0.012626262626262626
P29322	0.01893939393939394
Q15645	0.09659090909090909
Q7L8A9	0.005681818181818182
P02533	0.054924242424242424
P35900	0.04419191919191919
Q13103	0.012626262626262626
Q99714	0.052398989898989896
P08620	0.1407828282828283
P15907	0.020833333333333332
Q9BVV7	0.041666666666666664
Q8N4F0	0.005681818181818182
Q8N1G1	0.011363636363636364
Q9H000	0.010101010101010102
Q9BRR8	0.027777777777777776
O00398	0.008838383838383838
Q9HBL0	0.010732323232323232
P08138	0.10921717171717171
O95631	0.045454545454545456
Q96CN7	0.008838383838383838
Q12816	0.0031565656565656565
Q99583	0.012626262626262626
Q15012	0.0031565656565656565
Q9H2U9	0.0012626262626262627
Q99952	0.010101010101010102
P21917	0.045454545454545456
P09683	0.04671717171717172
O94804	0.005681818181818182
Q9UL17	0.12878787878787878
O43570	0.011363636363636364
Q13163	0.026515151515151516
Q9NQ88	0.03345959595959596
Q9NP95	0.11931818181818182
Q9Y216	0.023989898989898988
Q96IY4	0.03787878787878788
Q9H098	0.00946969696969697
Q14004	0.054924242424242424
Q96QS1	0.015151515151515152
Q15035	0.005681818181818182
Q9HAT0	0.013257575757575758
O95168	0.0928030303030303
Q6AI08	0.008207070707070708
Q96DZ1	0.04671717171717172
Q9NZA1	0.022727272727272728
Q92545	0.0031565656565656565
Q9H6F2	0.013257575757575758
Q9GZN1	0.025883838383838384
Q12884	0.015782828282828284
Q9NQL9	0.0031565656565656565
Q9H3Q3	0.005050505050505051
Q6BDS2	0.004419191919191919
Q86WC4	0.011994949494949494
Q9BZV3	0.027777777777777776
Q9BZW2	0.005050505050505051
Q9Y5E5	0.0006313131313131314
Q9Y5E7	0.001893939393939394
Q9Y547	0.027146464646464648
Q9C0K7	0.025252525252525252
Q02809	0.06628787878787878
P55809	0.027146464646464648
Q9BWM5	0.0031565656565656565
Q9UKJ1	0.020202020202020204
Q9NYV6	0.04734848484848485
Q3SYC2	0.02462121212121212
P41181	0.04734848484848485
Q9UNQ2	0.1388888888888889
Q9BQI3	0.026515151515151516
Q8N427	0.10984848484848485
Q9UM22	0.004419191919191919
P09105	0.020202020202020204
P40199	0.013257575757575758
Q9NW64	0.08585858585858586
P37059	0.034722222222222224
O43264	0.08207070707070707
P16144	0.09154040404040405
O75807	0.0946969696969697
Q15654	0.025883838383838384
O75078	0.0031565656565656565
Q9H015	0.022095959595959596
P11597	0.04734848484848485
P25713	0.003787878787878788
Q92754	0.03409090909090909
O00204	0.03409090909090909
Q8TE68	0.0031565656565656565
O75628	0.005681818181818182
Q9NUG6	0.03409090909090909
Q96KQ4	0.013888888888888888
O95932	0.0031565656565656565
Q2PPJ7	0.003787878787878788
Q9H501	0.10101010101010101
Q9Y6E7	0.03156565656565657
Q9UJA5	0.0726010101010101
P31930	0.13446969696969696
Q9P107	0.003787878787878788
P18627	0.10164141414141414
Q15773	0.012626262626262626
Q96DC9	0.025883838383838384
Q01664	0.008838383838383838
Q8N8D1	0.020833333333333332
Q9NZD8	0.027146464646464648
Q9H2X0	0.041035353535353536
Q9UJJ9	0.010732323232323232
Q08378	0.022095959595959596
P98172	0.05808080808080808
Q92896	0.018308080808080808
Q9NYJ7	0.019570707070707072
Q8WUY8	0.006944444444444444
Q4L235	0.12058080808080808
P09622	0.10984848484848485
O95255	0.017045454545454544
Q9NX76	0.006313131313131313
P02749	0.07512626262626262
O75391	0.0006313131313131314
Q9UGC6	0.05303030303030303
Q76M96	0.005681818181818182
Q9H6D7	0.03598484848484849
Q15744	0.022095959595959596
Q9NPF4	0.02335858585858586
Q7L622	0.00946969696969697
P22735	0.054924242424242424
Q9UIF3	0.03598484848484849
Q70J99	0.020833333333333332
O75191	0.026515151515151516
P07327	0.05366161616161616
Q9C075	0.0006313131313131314
Q99741	0.17866161616161616
Q9NRG9	0.04040404040404041
P45973	0.08775252525252525
Q9Y2M5	0.047979797979797977
Q99518	0.0025252525252525255
P49366	0.017045454545454544
Q9ULW5	0.005681818181818182
Q16401	0.0422979797979798
Q9NR45	0.017045454545454544
Q9NTN9	0.0031565656565656565
Q9BZJ3	0.001893939393939394
Q16772	0.041666666666666664
O15264	0.09406565656565656
Q9Y6G1	0.004419191919191919
Q99946	0.0031565656565656565
Q99676	0.001893939393939394
P18206	0.1710858585858586
Q96EB6	0.2746212121212121
Q03167	0.02335858585858586
Q13445	0.006313131313131313
P28698	0.011994949494949494
P48556	0.09090909090909091
P61266	0.05176767676767677
O43921	0.03156565656565657
P30049	0.1553030303030303
Q9HCT0	0.11994949494949494
O75264	0.016414141414141416
P17568	0.1294191919191919
Q9NZ01	0.02335858585858586
Q9Y5L4	0.045454545454545456
P49427	0.0707070707070707
Q8IVT2	0.005681818181818182
O75293	0.034722222222222224
Q13477	0.026515151515151516
P53778	0.11174242424242424
P05546	0.046085858585858584
O95721	0.07386363636363637
Q9BT49	0.017676767676767676
P24347	0.012626262626262626
P14174	0.046085858585858584
A6NHG4	0.0031565656565656565
P13725	0.06881313131313131
Q15459	0.1268939393939394
Q9UMW8	0.06502525252525253
Q9UDX4	0.0006313131313131314
P62318	0.19128787878787878
P28482	0.29987373737373735
P20062	0.015782828282828284
P26998	0.017045454545454544
P53007	0.03345959595959596
Q9NZ20	0.04924242424242424
P05162	0.010732323232323232
Q96GD0	0.011994949494949494
Q6ICH7	0.001893939393939394
P09382	0.034722222222222224
Q96FE7	0.0006313131313131314
Q9UH36	0.001893939393939394
Q6NXT1	0.006944444444444444
Q8N3F8	0.049873737373737376
Q9NSP4	0.08207070707070707
Q14565	0.041666666666666664
Q8IWL3	0.04861111111111111
Q9NS69	0.06376262626262626
Q9UHP6	0.021464646464646464
P17861	0.16792929292929293
Q9Y3I0	0.036616161616161616
Q15040	0.03156565656565657
O00178	0.030303030303030304
O96015	0.02335858585858586
O95567	0.0012626262626262627
Q9UGB7	0.02335858585858586
Q9Y3P4	0.0025252525252525255
Q96AK3	0.029671717171717172
Q92737	0.006944444444444444
Q9UGU5	0.012626262626262626
Q13323	0.019570707070707072
P09601	0.13005050505050506
Q9BPW8	0.018308080808080808
P33992	0.14267676767676768
Q96D21	0.011363636363636364
Q14166	0.008838383838383838
O95931	0.06376262626262626
P10323	0.021464646464646464
Q86V35	0.003787878787878788
Q15750	0.0763888888888889
Q7Z6Z6	0.0031565656565656565
Q9NST1	0.04924242424242424
P35579	0.11868686868686869
Q99757	0.05303030303030303
O15371	0.10921717171717171
P20472	0.08080808080808081
O75631	0.008207070707070708
Q9NWS6	0.005050505050505051
P50502	0.022727272727272728
P14784	0.11994949494949494
P62877	0.32386363636363635
Q969R5	0.03345959595959596
Q6NUI6	0.001893939393939394
Q7RTV0	0.10669191919191919
Q99798	0.20896464646464646
Q92871	0.015782828282828284
Q8TCT0	0.029671717171717172
O75132	0.0025252525252525255
Q969S8	0.05176767676767677
Q9Y572	0.06439393939393939
P51003	0.05997474747474747
Q14112	0.018308080808080808
Q16533	0.030934343434343436
Q9Y5B9	0.1773989898989899
Q00688	0.03345959595959596
P08311	0.06881313131313131
P20718	0.032196969696969696
P10144	0.1717171717171717
P56282	0.10416666666666667
Q07890	0.061237373737373736
P06737	0.06818181818181818
Q96EK6	0.013257575757575758
O95406	0.04292929292929293
Q99675	0.004419191919191919
Q9Y5K8	0.04861111111111111
Q9NYT0	0.13825757575757575
Q14442	0.01893939393939394
P25788	0.13131313131313133
Q6PL24	0.0031565656565656565
Q9P1V8	0.0025252525252525255
O95433	0.04861111111111111
O15270	0.039141414141414144
Q8TB24	0.025883838383838384
Q13686	0.034722222222222224
P10645	0.05808080808080808
Q9Y394	0.0012626262626262627
Q9UIU6	0.010732323232323232
Q14973	0.046085858585858584
P55010	0.09154040404040405
Q9BQ24	0.0031565656565656565
P46663	0.0707070707070707
Q99986	0.0422979797979798
P27695	0.11931818181818182
Q86U42	0.09595959595959595
O43281	0.010732323232323232
Q9BW66	0.013257575757575758
Q16822	0.054924242424242424
P25963	0.22664141414141414
Q9UL46	0.058712121212121215
Q5PSV4	0.02335858585858586
Q9H307	0.054924242424242424
Q07973	0.03409090909090909
O14965	0.2058080808080808
Q9NTW7	0.0031565656565656565
P11216	0.06313131313131314
Q9UNN8	0.027777777777777776
P10244	0.08333333333333333
Q9H3Y0	0.006313131313131313
Q9UJQ4	0.07449494949494949
Q05048	0.03851010101010101
O43399	0.006313131313131313
Q9UBR2	0.05808080808080808
Q9H4B7	0.050505050505050504
Q96BD0	0.00946969696969697
Q96CA5	0.02335858585858586
O94941	0.020202020202020204
Q05639	0.0845959595959596
Q9H3Y6	0.0006313131313131314
Q9GZN8	0.007575757575757576
P68400	0.14393939393939395
A1Z1Q3	0.011363636363636364
Q2I0M5	0.00946969696969697
Q8NFJ6	0.03282828282828283
Q9BQL6	0.013888888888888888
A0PJX2	0.006944444444444444
Q96SZ6	0.02335858585858586
Q13424	0.04861111111111111
P01178	0.07954545454545454
Q9H444	0.056818181818181816
P18428	0.022095959595959596
Q9H598	0.06691919191919192
P01036	0.022095959595959596
P23526	0.04924242424242424
P49223	0.0031565656565656565
Q9H490	0.017045454545454544
O14734	0.03409090909090909
Q9HDC9	0.056818181818181816
O43396	0.03345959595959596
Q96EQ8	0.03282828282828283
P51553	0.07512626262626262
Q8WUT9	0.0031565656565656565
Q9NR99	0.00946969696969697
O75832	0.052398989898989896
O00264	0.019570707070707072
Q8NHV9	0.0006313131313131314
Q9NPJ8	0.018308080808080808
P51841	0.04419191919191919
Q9UN42	0.017676767676767676
O60829	0.003787878787878788
P23416	0.010732323232323232
Q8N3U4	0.08901515151515152
P00740	0.0422979797979798
P33897	0.026515151515151516
Q9NSA2	0.05366161616161616
Q9UHG2	0.008838383838383838
P0C0E4	0.011994949494949494
Q13585	0.005050505050505051
O75695	0.007575757575757576
P51784	0.05176767676767677
P01033	0.13762626262626262
Q6UXX5	0.0025252525252525255
P06280	0.034722222222222224
P54707	0.058712121212121215
O43193	0.020833333333333332
P13686	0.039141414141414144
Q13326	0.028409090909090908
Q6UX06	0.022095959595959596
P78549	0.04292929292929293
O14978	0.013257575757575758
P08253	0.17992424242424243
Q9Y5N6	0.05744949494949495
Q9BSU1	0.005050505050505051
P31146	0.046085858585858584
P47944	0.001893939393939394
P61970	0.03535353535353535
P23435	0.015782828282828284
Q9Y2Y0	0.006313131313131313
Q9Y342	0.008207070707070708
O00626	0.07954545454545454
Q02127	0.05176767676767677
Q92583	0.0763888888888889
P19387	0.3428030303030303
Q9NPB6	0.03282828282828283
P51511	0.010101010101010102
Q9BQ65	0.020833333333333332
Q9H0I3	0.013257575757575758
Q6PEW0	0.005050505050505051
Q13232	0.06313131313131314
P51665	0.09027777777777778
Q8TBK2	0.005050505050505051
Q9NY59	0.027777777777777776
Q8NCC3	0.020202020202020204
Q7L5A8	0.034722222222222224
Q9NRP2	0.021464646464646464
Q13087	0.015151515151515152
Q99819	0.016414141414141416
P29372	0.022727272727272728
Q3SXM5	0.010101010101010102
P49815	0.11805555555555555
O60304	0.003787878787878788
O00746	0.06376262626262626
Q9NUI1	0.019570707070707072
Q9UNE7	0.16035353535353536
O75783	0.006944444444444444
O15553	0.07323232323232323
Q14894	0.010101010101010102
O75808	0.004419191919191919
O94778	0.013888888888888888
Q70CQ4	0.0025252525252525255
O15405	0.018308080808080808
P56270	0.02335858585858586
O14735	0.0625
P23975	0.029671717171717172
Q1ED39	0.006944444444444444
Q8IWI9	0.046085858585858584
O43315	0.026515151515151516
P41240	0.08270202020202021
Q96DP5	0.054924242424242424
Q9NYN1	0.0025252525252525255
P09668	0.028409090909090908
Q9H223	0.008207070707070708
O43548	0.008207070707070708
Q06547	0.020833333333333332
Q8WXD2	0.010101010101010102
Q9NVM6	0.011994949494949494
Q96L33	0.029671717171717172
Q9P253	0.03851010101010101
O43482	0.07702020202020202
O43909	0.020833333333333332
Q9UKV8	0.20454545454545456
Q9NWQ8	0.022095959595959596
P01266	0.059343434343434344
Q9HAW0	0.030303030303030304
Q8TCF1	0.0012626262626262627
P56715	0.0006313131313131314
O43353	0.06439393939393939
Q9Y646	0.001893939393939394
Q16698	0.027777777777777776
Q8N474	0.05176767676767677
P00750	0.08396464646464646
Q9UBT3	0.02904040404040404
Q8TB36	0.034722222222222224
P60228	0.12563131313131312
Q15006	0.02462121212121212
Q9NRG0	0.029671717171717172
Q99445	0.0031565656565656565
Q96QG7	0.007575757575757576
O00399	0.06502525252525253
P00390	0.12121212121212122
O00220	0.05176767676767677
P62714	0.13383838383838384
